,id,name,year_established,country,description,url,image,has_trading_incentive,trust_score,trust_score_rank,trade_volume_24h_btc,trade_volume_24h_btc_normalized
75,nominex,Nominex,2019.0,Seychelles,"New trading platform for convenient trading experience with low fees and numerous instruments. 

Absolutely unique affiliate program that allows to earn from an infinite number of referral levels, compared to 2-3 levels at all other exchanges. 

A unique model for the free 2 phases distribution of the native NMX token.

Advanced Trading Instruments – using Stop, Stop Limit, Trailing Stop, Scaled and other types of orders brings some kind of trading automation without the need to develop a trading bot, which allows to easily get more profit while trading.",https://www.nominex.io,https://assets.coingecko.com/markets/images/530/small/logo-200x200.png?1706864500,False,7,76,127.8121045026118,127.1316340303786
76,independent_reserve,Independent Reserve,2013.0,Australia,,https://www.independentreserve.com/,https://assets.coingecko.com/markets/images/389/small/x_V5Jquo_400x400.png?1706864404,False,7,77,70.61685375506116,70.61685375506116
77,btcmarkets,BTCMarkets,2017.2469135802469,Australia,,https://www.btcmarkets.net/,https://assets.coingecko.com/markets/images/237/small/BTCMarkets_logo2.png?1706864340,False,7,78,41.06628574077485,41.06628574077485
78,cex,CEX.IO,2013.0,United Kingdom,,https://trade.cex.io/,https://assets.coingecko.com/markets/images/56/small/main-icon.png?1706864277,False,7,79,30.848074858919123,30.848074858919123
79,coindcx,CoinDCX,2018.0,Singapore,"Started on April 7th, 2018, CoinDCX is a Singapore-based company that specializes in crypto-enabled financial services. Offering you the simplest yet robust trading environment to trade 200+ coins, 500+ markets, and 150+ coins on leverage at lightning speed.

With major fintech innovations going across the world, DCX is bringing a revolution with its crypto-based products. DCX is not just for the banked or unbanked, DCX aims to build an all-inclusive ecosystem by bringing trust between the trustless. DCX is focused on developing borderless financial services which ensure faster, simpler, and uninterrupted flow of capital.
Through its array of products, DCX is upgrading lives every day.
",https://www.coindcx.com,https://assets.coingecko.com/markets/images/520/small/coindcx.png?1706864493,False,7,80,27.171852862169924,27.171852862169924
80,foxbit,Foxbit,2014.0,Brazil,,https://foxbit.com.br/,https://assets.coingecko.com/markets/images/864/small/foxbit.jpeg?1706864880,False,7,81,27.166558867523623,27.166558867523623
81,emirex,Emirex,2014.0,United Arab Emirates,"Emirex is a groundbreaking platform that unites an exchange and a marketplace, providing users with the opportunity to exchange various stores of value for digital assets. Our mission is to harness the potential of digital assets and contribute to a world with greater economic freedom through open, fair, and censorship-resistant networks that serve humanity better.

Established in Estonia, Emirex has expanded its reach and now offers a professional trading platform that caters to the needs of investors and issuers of digital assets in the Middle East, Africa, Asia, and Europe. Our goal is to facilitate exposure to Middle Eastern wealth and enable the free movement of value around the world, ultimately promoting social welfare.

As a European licensed platform, Emirex is uniquely positioned to bridge the gap between East and West. With operations anchored in Estonia and a wider presence in the Czech Republic and Lithuania, we ensure a tailored and localized service for our diverse users.

Emirex.ee vs. Emirex.com
Emirex operates through two primary domains to cater to the distinct regulatory requirements and preferences of our global user base:

1. Emirex.ee: Rooted in Estonia, this platform stands as a testament to our origins, offering a secure and compliant trading environment under Estonia's, Czech, and Canada's regulatory frameworks.

2. Emirex.com: Our expansive platform, regulated by the authorities of the Czech Republic and Lithuania, is designed to meet the diverse standards and requirements of these jurisdictions.

For clarity, any websites or platforms bearing the ""Emirex"" name or branding outside of these two domains are not affiliated with or endorsed by Emirex. We prioritize the trust and safety of our community and always encourage users to verify domain names for authenticity.

Emirex's journey is one of continuous evolution. We pride ourselves on staying abreast of the latest industry developments, ensuring full regulatory compliance, and nurturing an ambitious roadmap for the future. Our team at Emirex is unwaveringly dedicated to proactive engagement with the broader community of traders, investors, issuers, and partners. We firmly believe that our platform's growth and success hinge on the active participation of our diverse ecosystem members. By fostering collaboration, innovation, and transparency, together, we can reshape the digital economy's landscape.

Join Emirex as we lead the way in connecting East and West, driven by the transformative power of digital assets and pioneering blockchain technology.  ",https://www.emirex.com/,https://assets.coingecko.com/markets/images/592/small/Emirex.png?1706864545,False,7,82,29.719047304571667,15.311091042811654
82,delta_spot,Delta Exchange,2017.2469135802469,Jamaica,,https://www.delta.exchange/app/spot/trade/,https://assets.coingecko.com/markets/images/642/small/delta_spot.jpg?1706864589,False,7,83,4.17752651534141,4.17752651534141
83,uniswap_v3,Uniswap V3 (Ethereum),2018.0,Seychelles,,https://app.uniswap.org/#/swap,https://assets.coingecko.com/markets/images/665/small/uniswap-v3.png?1706864608,False,6,84,12665.59562996024,12665.59562996024
84,orangex,OrangeX,2021.0,Seychelles,"Registered in Seychelles, OrangeX is a trading company with the combined strengths of skilled staff and the experience of core financial technical expertise. ",https://www.orangex.com/,https://assets.coingecko.com/markets/images/1272/small/Subtract.png?1706865272,False,6,85,34121.60336474367,5824.8780545995305
85,pancakeswap-v3-bsc,Pancakeswap V3 (BSC),2017.2469135802469,Seychelles,,https://pancakeswap.finance/swap,https://assets.coingecko.com/markets/images/1111/small/pancakeswap.jpeg?1706865132,False,6,86,5574.23961505713,5574.23961505713
86,cointr,CoinTR Pro,2022.0,Lithuania,,https://www.cointr.pro/,https://assets.coingecko.com/markets/images/1028/small/cointr.png?1706865058,False,6,87,5875.124617938842,4841.457205828315
87,uniswap_v3_arbitrum,Uniswap V3 (Arbitrum One),2017.2469135802469,Seychelles,,https://app.uniswap.org/#/swap,https://assets.coingecko.com/markets/images/702/small/uniswap-v3.png?1706864655,False,6,88,4073.981019524808,4073.981019524808
88,uniswap-v3-base,Uniswap V3 (Base),2017.2469135802469,Seychelles,,https://app.uniswap.org/#/swap,https://assets.coingecko.com/markets/images/1212/small/uniswap-v3.jpg?1706865221,False,6,89,2280.41051383579,2280.41051383579
89,citex,CITEX,2018.0,British Virgin Islands,"CITEX is a convenient platform to manage cryptocurrencies, always committed to providing users with more secure, convenient, intelligent and innovative cryptocurrency management services. CITEX offers spot trading, mining, investment, incubation, OTC trading, earn, derivatives and other products.",https://www.citex.io/,https://assets.coingecko.com/markets/images/390/small/CITEX-LOGO.png?1706864406,False,6,90,11243.817201509542,2219.0355621501794
90,uniswap_v2,Uniswap V2 (Ethereum),2018.0,Seychelles,,https://app.uniswap.org/#/swap?use=V2,https://assets.coingecko.com/markets/images/535/small/256x256_Black-1.png?1706864503,False,6,91,2129.1539954333844,2129.1539954333844
91,weex,WEEX,2018.0,Singapore,"WEEX is a prominent centralized cryptocurrency exchange that was established in 2018 with a $100 million investment from Singapore's leading blockchain investment firm. It aims to provide comprehensive and trustworthy services in the cryptocurrency trading field. With low trading fees and user-friendly access, WEEX facilitates the trading of various cryptocurrencies and futures. In addition to spot trading, it also offers options for futures trading and OTC trading, catering to different investment preferences.To prioritize the safety of user funds, WEEX has established a 1000 BTC user protection fund, with the address publicly disclosed to ensure transparency and accountability.  WEEX takes pride in its team members who possess extensive experience in the blockchain industry, coming from reputable institutions such as Wall Street, Silicon Valley, Citibank, Google, and other top-tier financial companies. The management team is globally distributed across Singapore, Taiwan, Dubai, and other locations. Moreover, WEEX holds MSB financial licenses in the U.S. and Canada, an SVGFSA license, as well as the AUSTRAC license in Australia, further bolstering its credibility and compliance with regulatory requirements.  Adhering to a """"customer-first, partner-first"""" business philosophy, WEEX Exchange strives to deliver highly secure and all-encompassing cryptocurrency services. By fostering """"win-win cooperation,"""" WEEX creates abundant business opportunities for its global partners.",http://www.weex.com/,https://assets.coingecko.com/markets/images/1398/small/WEEX-icon-200.png?1706865400,False,6,92,1792.88083170609,1792.88083170609
92,c_patex,C-Patex,2017.2469135802469,Argentina,,https://c-patex.com/,https://assets.coingecko.com/markets/images/246/small/Exchange.jpg?1706864344,False,6,93,1430.070557327021,1430.070557327021
93,bitci,Bitci TR,2018.0,Turkey,,https://www.bitci.com.tr/en,https://assets.coingecko.com/markets/images/450/small/Bitci.jpg?1706864442,False,6,94,951.1509538986824,951.1509538986824
94,uniswap_v3_polygon_pos,Uniswap V3 (Polygon),2021.0,Seychelles,,https://app.uniswap.org/#/swap,https://assets.coingecko.com/markets/images/752/small/uniswap-polygon.png?1706864784,False,6,95,942.4820555867194,942.4820555867194
95,bit2me,Bit2Me,2014.0,Spain,,https://bit2me.com/,https://assets.coingecko.com/markets/images/1137/small/bit2me.png?1706865155,False,6,96,2940.2413355361696,846.3693822167304
96,uniswap_v3_optimism,Uniswap V3 (Optimism),2017.2469135802469,Seychelles,,https://app.uniswap.org/#/swap,https://assets.coingecko.com/markets/images/725/small/uniswap-v3.png?1706864684,False,6,97,824.0116383494961,824.0116383494961
97,uniswap-bsc,Uniswap V3 (BSC),2017.2469135802469,Seychelles,,https://app.uniswap.org/#/swap,https://assets.coingecko.com/markets/images/1092/small/uniswap.jpeg?1706865113,False,5,98,788.9129703950147,788.9129703950147
98,raydium-clmm,Raydium (CLMM),2017.2469135802469,Seychelles,,https://raydium.io/swap/,https://assets.coingecko.com/markets/images/1421/small/raydium.jpeg?1707371905,False,6,99,679.0096935807675,679.0096935807675
99,thruster-v3,Thruster V3,2017.2469135802469,Seychelles,,https://app.thruster.finance/,https://assets.coingecko.com/markets/images/1460/small/thrusterfi.jpeg?1709253847,False,6,100,575.0905397842052,575.0905397842052
